E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv l min 1
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv l max 84
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv u avg 24
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv u median 13
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv u min -5
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv u max 88
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv v avg 8
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv v median 6
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv v min -15
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat luv v max 31
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb b avg 42
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb b median 39
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb b min 4
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb b max 199
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb g avg 46
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb g median 43
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb g min 3
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb g max 209
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb r avg 83
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb r median 73
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb r min 4
E:\google_drive\personal_project\images-art\Jan van Eyck;Ince Hall Madonna;1433.jpg stat rgb r max 217
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg image size 507 900 crop 0 507 0 900 resampled 100 178
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv h avg 41 1.00
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv h median 38
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv h min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv h max 360
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv s avg 42
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv s median 48
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv s min 0
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv s max 84
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv v avg 36
E:\google_drive\personal_project\images-art\Jan van Eyck;Léal Souvenir;1432.jpg stat hsv v median 25
